cust_id,education,occupation,household_size,yrs_residence,affinity_card,bulk_pack_diskettes,flat_panel_monitor,home_theater_package,bookkeeping_application,printer_supplies,y_box_games,os_doc_set_kanji,comments
HS-grad,Prof.,2,7,0,1,1,1,1,1,0,0,Thanks a lot for my new affinity card. I love the discounts and have since started shopping at your store for everything.,                                                                                                       
HS-grad,Exec.,2,3,0,0,0,0,1,1,1,0,Forget it. I 'm not giving you all my personal information.  I wish you'd give up and respect a customer's privacy.,                                                                                                             
7th-8th,Machine,2,6,0,0,0,1,0,1,0,0,I just purchased a computer from your store last month.  Why didn't you offer this discount then?,                                                                                                                             
HS-grad,Cleric.,9+,3,0,0,0,0,1,1,0,0,"It is a good way to attract new shoppers. After shopping at your store for more than a month, I am ready to move on though. Not enough variety",                                                                               
HS-grad,Crafts,9+,5,0,1,1,1,1,1,0,0,I love the new on-line documentation.,                                                                                                                                                                                         
Bach.,TechSup,6-8,2,0,1,1,0,1,1,1,0,"I used to shop at your store, but have stopped now. I tried to return some electronic items and your store manager was a pain to deal with.",                                                                                 
Masters,Prof.,2,4,1,0,0,1,1,1,0,0,"A great idea.  Thank you!  Signed, happy in Texas",                                                                                                                                                                               
Bach.,Cleric.,2,5,0,1,1,1,1,1,0,0,I love the new on-line documentation.,                                                                                                                                                                                         
Bach.,Sales,3,8,1,0,0,1,1,1,0,0,I wanted to write you to let you know that I've purchased several items at your store recently and have been very satisfied with my purchases. Keep up  the good work.,                                                          
Bach.,Prof.,6-8,4,0,1,0,1,1,1,0,0,"I purchased a new computer recently, but the manuals weren't included.  Could you ship them to me directly?",                                                                                                                     
Assoc-V,Prof.,9+,3,0,1,1,0,1,1,0,0,"I purchased a new computer recently, but the manuals weren't included.  Could you ship them to me directly?",                                                                                                                    
10th,Other,1,1,0,0,0,0,0,1,1,0,Great program.  Love the discount. Signed happy customer.,                                                                                                                                                                          
Bach.,Cleric.,3,6,1,1,1,1,1,1,0,0,Affinity card is a great idea. But your store is still too expensive. I am tired of your lousy junk mail.,                                                                                                                       
Assoc-A,Handler,3,5,0,1,1,1,1,1,0,0,"Thanks but even with your discounts, your products are too expensive. Sorry.",                                                                                                                                                  
Bach.,Prof.,3,2,1,1,1,0,1,1,1,0,I wanted to write you to let you know that I've purchased several items at your store recently and have been very satisfied with my purchases. Keep up  the good work.,                                                            
Bach.,Exec.,3,4,0,1,1,1,1,1,0,0,I love the discounts. But I mostly end upbuying  things I do not need.,                                                                                                                                                            
HS-grad,Other,9+,6,0,1,1,1,1,1,0,0,Affinity card is a great idea. But your store is still too expensive. I am tired of your lousy junk mail.,                                                                                                                      
Bach.,Other,2,3,0,0,0,0,1,1,0,0,"It is a good way to attract new shoppers. After shopping at your store for more than a month, I am ready to move on though. Not enough variety",                                                                                    
HS-grad,Other,3,6,0,1,1,1,1,1,0,0,Thanks a lot for my new affinity card. I love the discounts and have since started shopping at your store for everything.,                                                                                                       
Bach.,Prof.,3,0,0,1,1,1,1,1,0,0,Thanks a lot for my new affinity card. I love the discounts and have since started shopping at your store for everything.,                                                                                                         
HS-grad,Other,2,1,0,0,0,0,1,1,1,0,How much would it cost to upgrade my computer to the latest model you advertised this week?,                                                                                                                                     
HS-grad,Sales,3,6,1,1,1,1,1,1,0,0,"Even with the new 10% card, your prices are still too expensive. I am tired of your gimmicks.",                                                                                                                                   
Bach.,?,9+,1,0,0,0,0,1,1,1,1,I love shopping with my Affinity Card! Thank you. I used it to purchase a new flat panel monitor. It is amazing. Thank you again!,                                                                                                  
HS-grad,Crafts,2,2,0,1,1,0,1,1,1,0,I purchased a new computer from your store recently and then received the new discount membership card.  Could I speak with a store manager about getting discounts for my past purchases?,                                     
Bach.,?,2,2,0,1,1,1,1,1,0,0,"I purchased a new computer recently, but the manuals weren't included.  Could you ship them to me directly?",                                                                                                                         
Bach.,Other,1,2,0,0,0,0,1,1,1,0,I purchased a new computer from your store recently and then received the new discount membership card.  Could I speak with a store manager about getting discounts for my past purchases?,                                      
Assoc-A,Prof.,2,3,1,1,1,0,1,1,1,0,"I purchased a new computer recently, but the manuals weren't included.  Could you ship them to me directly?",                                                                                                                     
HS-grad,Crafts,2,2,0,1,1,0,1,1,1,0,I am unhappy with the service at your store. Do not consider me a loyal customer just because I use your Affinity Card,                                                                                                         
Bach.,Crafts,3,6,1,1,1,1,1,1,0,0,I love it. Will never shop at other shops again!,                                                                                                                                                                                 
Bach.,Cleric.,9+,3,0,1,0,0,1,1,1,0,I purchased a new computer from your store recently and then received the new discount membership card.  Could I speak with a store manager about getting discounts for my past purchases?,                                   
HS-grad,Cleric.,4-5,3,1,0,0,0,1,1,1,0,This Affinity Card is great.I am delighted that you sent me one as I 've only shopped at your store once. I was so pleased to be included in your program that I immediately purchased a new flat panel monitor.,            
Bach.,?,1,3,0,1,1,0,1,1,1,0,,                                                                                                                                                                                                                                    
Assoc-A,Exec.,2,5,0,1,1,1,1,1,0,0,I love shopping with my Affinity Card! Thank you. I used it to purchase a new flat panel monitor. It is amazing. Thank you again!,                                                                                               
Bach.,Sales,3,8,1,1,1,1,1,1,0,0,I purchased a new computer from your store recently and then received the new discount membership card.  Could I speak with a store manager about getting discounts for my past purchases?,                                        
Assoc-V,Prof.,3,5,1,1,1,0,1,1,0,0,Why didn't you start a program like this before? Everyone else has been offering discounts like this for years.,                                                                                                                 
Bach.,Exec.,9+,3,0,0,0,0,1,1,0,0,I love the new on-line documentation.,                                                                                                                                                                                            
Bach.,Sales,3,5,1,0,0,1,1,1,0,0,This Affinity Card is great.I am delighted that you sent me one as I 've only shopped at your store once. I was so pleased to be included in your program that I immediately purchased a new flat panel monitor.,                
11th,?,1,2,0,0,0,0,0,1,1,0,I shop your store a lot.  I love your weekly specials.,                                                                                                                                                                                 
7th-8th,Sales,3,4,0,1,1,1,0,1,0,0,"I purchased a new computer recently, but the manuals weren't included.  Could you ship them to me directly?",                                                                                                                     
Bach.,Sales,3,5,1,1,1,0,1,1,0,0,Affinity card is a great idea. But your store is still too expensive. I am tired of your lousy junk mail.,                                                                                                                         
Bach.,Farming,3,5,1,0,0,1,1,1,0,0,Thank you! But I am very unhappy with all the junk mail you keep sending.,                                                                                                                                                     
Bach.,Prof.,3,6,0,0,0,1,1,1,0,0,I purchased a new computer from your store recently and then received the new discount membership card.  Could I speak with a store manager about getting discounts for my past purchases?,                                      
Bach.,Sales,3,6,0,0,0,1,1,1,0,0,"Thanks but even with your discounts, your products are too expensive. Sorry.",                                                                                                                                                      
Bach.,Cleric.,2,5,0,1,1,0,1,1,1,0,I purchased the new mouse pads and love them. I also purchased one for my sister and one for my brother.,                                                                                                                        
Bach.,Machine,3,4,0,1,0,1,1,1,0,0,Thanks a lot for my new affinity card. I love the discounts and have since started shopping at your store for everything.,                                                                                                       
Masters,Prof.,9+,9,0,1,1,1,1,1,0,0,,                                                                                                                                                                                                                               
Bach.,Machine,2,2,0,1,1,0,1,1,1,0,How much would it cost to upgrade my computer to the latest model you advertised this week?,                                                                                                                                   
Bach.,Machine,2,3,0,1,1,0,1,1,0,0,"Affinity card makese sense only for bulk purchases. For all others, driving so far is not worth the discount. Either offer free shipping or build a store close by.",                                                             
Bach.,Other,1,2,0,1,1,0,1,1,1,0,How much would it cost to upgrade my computer to the latest model you advertised this week?,                                                                                                                                     
Bach.,Prof.,9+,3,0,1,1,1,1,1,0,0,"Dear store manager, please do not send me any more Affinity cards. I do not shop at your store very often and I feel that your new card imposes an invasion on my privacy.",                                                       
Bach.,Other,1,2,0,1,1,0,1,1,1,0,"Thanks but even with your discounts, your products are too expensive. Sorry.",                                                                                                                                                    
HS-grad,Other,1,2,0,1,1,0,1,1,1,0,I am not going to waste my time filling up this three page form. Lousy idea.,                                                                                                                                                    
HS-grad,Protec.,4-5,3,0,1,1,0,1,1,1,0,I purchased a new computer from your store recently and then received the new discount membership card.  Could I speak with a store manager about getting discounts for my past purchases?,                                  
Bach.,Exec.,3,3,1,1,1,0,1,1,0,0,"Thanks but even with your discounts, your products are too expensive. Sorry.",                                                                                                                                                      
Bach.,Transp.,3,5,0,1,1,1,1,1,0,0,"Affinity card makese sense only for bulk purchases. For all others, driving so far is not worth the discount. Either offer free shipping or build a store close by.",                                                           
Bach.,Exec.,2,3,0,1,1,0,1,1,0,0,Why didn't you start a program like this before? Everyone else has been offering discounts like this for years.,                                                                                                                   
HS-grad,Other,6-8,3,0,1,1,1,1,1,0,0,Affinity card is great. I think it is a hassle to have to remember to bring it in every time though.,                                                                                                                          
HS-grad,Cleric.,1,3,0,1,1,0,1,1,0,0,"I used to shop at your store, but have stopped now. I tried to return some electronic items and your store manager was a pain to deal with.",                                                                                   
Bach.,Transp.,3,3,0,1,1,0,1,1,1,0,"Affinity card makese sense only for bulk purchases. For all others, driving so far is not worth the discount. Either offer free shipping or build a store close by.",                                                           
Assoc-V,Cleric.,9+,6,0,0,0,1,1,1,0,0,Thanks a lot for my new affinity card. I love the discounts and have since started shopping at your store for everything.,                                                                                                    
HS-grad,Sales,2,1,0,1,1,0,1,1,1,0,"The more times that I shop at your store, the more times I am impressed.  Don't change anything",                                                                                                                                 
9th,Other,1,3,0,1,1,0,0,1,0,0,Don't send me any more promotions.  I get too much lousy junk mail already,                                                                                                                                                          
11th,Cleric.,3,3,1,1,1,0,0,1,1,0,Can I apply my discount to a purchase I made last month? Excellent program.  Thanks,                                                                                                                                              
HS-grad,Other,3,5,0,1,1,1,1,1,0,0,"I used to shop at your store, but have stopped now. I tried to return some electronic items and your store manager was a pain to deal with.",                                                                                     
HS-grad,Sales,4-5,7,0,1,1,1,1,1,0,0,"A great program but I have to complain just a bit. Why do you need to know how many children I have, where I shop, etc.?  Give us a discount for shopping at your store, but don't ask too many personal questions.",           
Bach.,Crafts,2,7,0,1,1,1,1,1,0,0,Thanks a lot for my new affinity card. I love the discounts and have since started shopping at your store for everything.,                                                                                                        
Profsc,Prof.,2,4,1,1,1,1,1,1,0,0,Why didn't you start a program like this before? Everyone else has been offering discounts like this for years.,                                                                                                                  
9th,Machine,3,4,1,0,0,1,0,1,0,0,"If I forget my affinity card, can I still shop here and get the discount?",                                                                                                                                                         
Bach.,Sales,3,4,0,0,0,0,1,1,0,0,"I used to shop at your store, but have stopped now. I tried to return some electronic items and your store manager was a pain to deal with.",                                                                                     
HS-grad,Other,2,2,0,1,1,0,1,1,1,0,"It is a good way to attract new shoppers. After shopping at your store for more than a month, I am ready to move on though. Not enough variety",                                                                                  
7th-8th,Machine,3,6,0,1,1,1,0,1,0,0,Don't send me any more promotions.  I get too much lousy junk mail already,                                                                                                                                                    
Bach.,Crafts,3,5,0,1,1,1,1,1,0,0,I shop your store a lot.  I love your weekly specials.,                                                                                                                                                                           
Bach.,TechSup,1,3,0,0,0,0,1,1,1,0,I love the new on-line documentation.,                                                                                                                                                                                           
HS-grad,Cleric.,3,5,0,0,0,1,1,1,0,0,Affinity card is great. I think it is a hassle to have to remember to bring it in every time though.,                                                                                                                          
Bach.,Prof.,6-8,3,1,1,1,0,1,1,0,0,"Even with the new 10% card, your prices are still too expensive. I am tired of your gimmicks.",                                                                                                                                   
Bach.,Prof.,2,5,0,1,1,1,1,1,0,0,Forget it. I 'm not giving you all my personal information.  I wish you'd give up and respect a customer's privacy.,                                                                                                               
Bach.,Crafts,3,5,1,0,0,0,1,1,0,0,"Even with the new 10% card, your prices are still too expensive. I am tired of your gimmicks.",                                                                                                                                  
HS-grad,Cleric.,4-5,4,1,0,0,1,1,1,0,0,I purchased a new computer from your store recently and then received the new discount membership card.  Could I speak with a store manager about getting discounts for my past purchases?,                                  
HS-grad,Crafts,9+,3,0,0,0,0,1,1,1,0,"I purchased a new computer recently, but the manuals weren't included.  Could you ship them to me directly?",                                                                                                                   
HS-grad,Crafts,2,4,0,1,1,1,1,1,0,0,"A lousy idea.  I threw your card away. If you want to know what I buy, I'll shop elsewhere.",                                                                                                                                    
Bach.,Exec.,2,5,1,1,0,1,1,1,0,0,I love it. Will never shop at other shops again!,                                                                                                                                                                                
Bach.,Sales,2,3,0,1,1,0,1,1,1,0,I love shopping with my Affinity Card! Thank you. I used it to purchase a new flat panel monitor. It is amazing. Thank you again!,                                                                                                 
PhD,Crafts,3,6,0,1,0,1,1,1,0,0,I love the new on-line documentation.,                                                                                                                                                                                              
11th,Sales,1,1,0,0,0,0,0,1,1,0,How much would it cost to upgrade my computer to the latest model you advertised this week?,                                                                                                                                        
HS-grad,Exec.,2,3,0,1,1,0,1,1,1,0,I just purchased a computer from your store last month.  Why didn't you offer this discount then?,                                                                                                                               
Bach.,Sales,6-8,1,0,1,0,0,1,1,1,0,"Dear store manager, please do not send me any more Affinity cards. I do not shop at your store very often and I feel that your new card imposes an invasion on my privacy.",                                                    
HS-grad,Crafts,3,5,0,0,0,1,1,1,0,0,,                                                                                                                                                                                                                               
HS-grad,Transp.,3,7,1,1,0,1,1,1,0,0,Forget it. I 'm not giving you all my personal information.  I wish you'd give up and respect a customer's privacy.,                                                                                                           
Bach.,Exec.,3,7,1,0,0,1,1,1,0,0,I run a small convenience store. Any chance that I would be eligible for larger discounts if I purchase a large quantity of items (bulk purchase)?,                                                                                
Assoc-A,TechSup,3,3,1,1,1,0,1,1,0,0,Affinity card is a great idea. But your store is still too expensive. I am tired of your lousy junk mail.,                                                                                                                     
Bach.,Cleric.,1,2,0,1,1,0,1,1,1,0,Great program.  Love the discount. Signed happy customer.,                                                                                                                                                                     
Bach.,Cleric.,1,2,0,0,0,0,1,1,1,0,Don't send me any more promotions.  I get too much lousy junk mail already,                                                                                                                                                      
HS-grad,Other,6-8,5,0,1,1,1,1,1,0,0,Affinity card is great. I think it is a hassle to have to remember to bring it in every time though.,                                                                                                                          
Profsc,Prof.,3,5,1,1,1,1,1,1,0,0,Could you send an Affinity Card to my mother in France?  Let me know and I'll send you here address.,                                                                                                                             
HS-grad,Machine,9+,6,0,0,0,1,1,1,0,0,I love the new on-line documentation.,                                                                                                                                                                                        
Profsc,Prof.,3,6,0,1,1,0,1,1,1,0,,                                                                                                                                                                                                                                 
11th,Farming,1,0,0,1,1,0,0,1,1,0,"Thank you, But please remove my name from your list.",                                                                                                                                                                             
Bach.,Sales,2,5,0,1,1,1,1,1,0,0,Affinity card is a great idea. But your store is still too expensive. I am tired of your lousy junk mail.,                                                                                                                         
HS-grad,Crafts,3,6,0,0,0,1,1,1,0,0,Can I use my Affinity card to buy bulk purchases and ship them to my mother in Arizona?,                                                                                                                                        
9th,Crafts,3,3,0,0,0,0,0,1,1,0,Great program.  Love the discount. Signed happy customer.,                                                                                                                                                                          
Bach.,Sales,9+,4,0,1,1,1,1,1,0,0,The new affinity card is great. Thank you. I do  have to say that it is a hassle to remember to bring it  with me when I shop as I only shop at your store  for sale items. Could you keep my record in your computer?,         
7th-8th,Other,2,6,0,0,0,1,0,1,0,0,I purchased the new mouse pads and love them. I also purchased one for my sister and one for my brother.,                                                                                                                        
Bach.,Exec.,2,0,0,1,1,1,1,1,0,0,Affinity card is a great idea. But your store is still too expensive. I am tired of your lousy junk mail.,                                                                                                                       
HS-grad,Cleric.,1,3,0,0,0,0,1,1,1,0,"Thank you, But please remove my name from your list.",                                                                                                                                                                          
HS-grad,Crafts,3,5,1,0,0,1,1,1,0,0,My sister told me about your store and I was impressed. Now I use it for all my shopping here.,                                                                                                                                 
HS-grad,TechSup,3,3,0,0,0,0,1,1,1,0,"It is a good way to attract new shoppers. After shopping at your store for more than a month, I am ready to move on though. Not enough variety",                                                                                
Bach.,Prof.,4-5,4,0,0,0,1,1,1,0,0,Thanks a lot for my new affinity card. I love the discounts and have since started shopping at your store for everything.,                                                                                                       
Bach.,Exec.,2,2,0,1,1,0,1,1,1,0,I love the new on-line documentation.,                                                                                                                                                                                             
11th,Handler,1,1,0,1,1,0,0,1,1,0,Affinity card is great. I think it is a hassle to have to remember to bring it in every time though.,                                                                                                                             
Bach.,Exec.,3,7,1,1,1,1,1,1,0,0,I wanted to write you to let you know that I've purchased several items at your store recently and have been very satisfied with my purchases. Keep up  the good work.,                                                            
Bach.,Cleric.,2,2,0,1,1,0,1,1,1,0,"A lousy idea.  I threw your card away. If you want to know what I buy, I'll shop elsewhere.",                                                                                                                                     
Bach.,Exec.,3,6,1,0,0,1,1,1,0,0,"A great idea.  Thank you!  Signed, happy in Texas",                                                                                                                                                                                 
Bach.,Exec.,4-5,8,0,1,1,1,1,1,0,0,"A lousy idea.  I threw your card away. If you want to know what I buy, I'll shop elsewhere.",                                                                                                                                     
5th-6th,Sales,9+,5,0,1,1,1,0,1,0,0,I am not going to waste my time filling up this three page form. Lousy idea.,                                                                                                                                                   
HS-grad,Sales,2,5,0,0,0,1,1,1,0,0,Can I use my Affinity card to buy bulk purchases and ship them to my mother in Arizona?,                                                                                                                                         
Bach.,TechSup,3,2,1,1,1,1,1,1,0,0,Can I use my Affinity card to buy bulk purchases and ship them to my mother in Arizona?,                                                                                                                                         
PhD,Prof.,3,6,1,1,1,1,1,1,0,0,I purchased the new mouse pads and love them. I also purchased one for my sister and one for my brother.,                                                                                                                            
Assoc-V,Crafts,3,4,1,0,0,1,1,1,0,0,Can I apply my discount to a purchase I made last month? Excellent program.  Thanks,                                                                                                                                            
Bach.,Handler,9+,3,0,1,1,0,1,1,0,0,"The more times that I shop at your store, the more times I am impressed.  Don't change anything",                                                                                                                              
HS-grad,Crafts,3,5,0,1,0,1,1,1,0,0,Thanks a lot for my new affinity card. I love the discounts and have since started shopping at your store for everything.,                                                                                                      
HS-grad,Exec.,3,6,1,0,0,1,1,1,0,0,"I purchased a new computer recently, but the manuals weren't included.  Could you ship them to me directly?",                                                                                                                     
Bach.,Exec.,3,9,1,0,0,1,1,1,0,0,,                                                                                                                                                                                                                                
HS-grad,Exec.,1,5,0,0,0,1,1,1,0,0,I purchased a new computer from your store recently and then received the new discount membership card.  Could I speak with a store manager about getting discounts for my past purchases?,                                      
HS-grad,Cleric.,4-5,2,0,1,1,1,1,1,0,0,"A great program but I have to complain just a bit. Why do you need to know how many children I have, where I shop, etc.?  Give us a discount for shopping at your store, but don't ask too many personal questions.",         
Bach.,Exec.,2,4,0,1,1,1,1,1,0,0,"The more times that I shop at your store, the more times I am impressed.  Don't change anything",                                                                                                                                 
Bach.,Exec.,4-5,2,0,0,0,0,1,1,1,0,,                                                                                                                                                                                                                                
HS-grad,Crafts,3,7,0,0,0,1,1,1,0,0,"A lousy idea.  I threw your card away. If you want to know what I buy, I'll shop elsewhere.",                                                                                                                                    
HS-grad,Sales,3,6,1,1,1,1,1,1,0,0,I am not going to waste my time filling up this three page form. Lousy idea.,                                                                                                                                                    
Bach.,?,3,8,0,1,1,1,1,1,0,0,The new affinity card is great. Thank you. I do  have to say that it is a hassle to remember to bring it  with me when I shop as I only shop at your store  for sale items. Could you keep my record in your computer?,              
Assoc-A,Cleric.,1,2,0,0,0,0,1,1,1,0,I am unhappy with the service at your store. Do not consider me a loyal customer just because I use your Affinity Card,                                                                                                        
Bach.,Handler,6-8,2,0,1,1,0,1,1,1,0,"Affinity card makese sense only for bulk purchases. For all others, driving so far is not worth the discount. Either offer free shipping or build a store close by.",                                                           
Bach.,Cleric.,2,4,0,0,0,1,1,1,0,0,"The more times that I shop at your store, the more times I am impressed.  Don't change anything",                                                                                                                               
HS-grad,Other,9+,2,0,0,0,0,1,1,1,0,Affinity card is great. I think it is a hassle to have to remember to bring it in every time though.,                                                                                                                           
11th,Handler,9+,5,0,1,0,1,0,1,0,0,Affinity card is great. I think it is a hassle to have to remember to bring it in every time though.,                                                                                                                            
HS-grad,Sales,3,8,0,0,0,1,1,1,0,0,"Thanks but even with your discounts, your products are too expensive. Sorry.",                                                                                                                                                    
Bach.,Cleric.,3,4,0,1,1,1,1,1,0,0,Thanks a lot for my new affinity card. I love the discounts and have since started shopping at your store for everything.,                                                                                                     
Bach.,Prof.,4-5,5,1,1,1,1,1,1,0,0,I run a small convenience store. Any chance that I would be eligible for larger discounts if I purchase a large quantity of items (bulk purchase)?,                                                                              
Bach.,Sales,2,2,0,1,1,0,1,1,1,0,"Affinity card makese sense only for bulk purchases. For all others, driving so far is not worth the discount. Either offer free shipping or build a store close by.",                                                               
HS-grad,Other,1,2,0,1,0,0,1,1,1,0,"Thank you, But please remove my name from your list.",                                                                                                                                                                            
HS-grad,Machine,6-8,6,0,1,1,1,1,1,0,0,"I used to shop at your store, but have stopped now. I tried to return some electronic items and your store manager was a pain to deal with.",                                                                                 
9th,Other,6-8,5,0,0,0,1,0,1,0,0,Can I use my Affinity card to buy bulk purchases and ship them to my mother in Arizona?,                                                                                                                                           
Bach.,Exec.,3,5,0,0,0,1,1,1,0,0,"A lousy idea.  I threw your card away. If you want to know what I buy, I'll shop elsewhere.",                                                                                                                                     
HS-grad,Crafts,9+,4,0,1,1,1,1,1,0,0,Shopping at your store is a hassle. I rarely shop there and usually forget to bring your new loyalty card and hence never get the items at the sale price.  Can a store manager look up my account on-line?,                   
Bach.,Sales,2,2,0,0,0,0,1,1,1,0,I love shopping with my Affinity Card! Thank you. I used it to purchase a new flat panel monitor. It is amazing. Thank you again!,                                                                                               
12th,Crafts,2,4,0,1,1,1,0,1,0,0,I purchased a new computer from your store recently and then received the new discount membership card.  Could I speak with a store manager about getting discounts for my past purchases?,                                        
1st-4th,Other,1,1,0,0,0,0,0,1,1,0,"Affinity card makese sense only for bulk purchases. For all others, driving so far is not worth the discount. Either offer free shipping or build a store close by.",                                                             
HS-grad,Cleric.,3,6,0,0,0,1,1,1,0,0,"A great program but I have to complain just a bit. Why do you need to know how many children I have, where I shop, etc.?  Give us a discount for shopping at your store, but don't ask too many personal questions.",           
Bach.,TechSup,2,1,0,1,1,0,1,1,1,0,,                                                                                                                                                                                                                              
Bach.,Cleric.,1,2,0,0,0,0,1,1,1,0,"Thanks but even with your discounts, your products are too expensive. Sorry.",                                                                                                                                                  
Bach.,Prof.,2,6,0,1,1,1,1,1,0,0,I am unhappy with the service at your store. Do not consider me a loyal customer just because I use your Affinity Card,                                                                                                            
Bach.,Cleric.,1,0,0,1,1,0,1,1,1,0,I purchased a new computer from your store recently and then received the new discount membership card.  Could I speak with a store manager about getting discounts for my past purchases?,                                    
HS-grad,Crafts,1,2,0,0,0,0,1,1,0,0,I just purchased a computer from your store last month.  Why didn't you offer this discount then?,                                                                                                                              
PhD,Prof.,3,4,0,1,1,1,1,1,0,0,Affinity card is a great idea. But your store is still too expensive. I am tired of your lousy junk mail.,                                                                                                                           
7th-8th,Other,2,2,0,1,1,0,0,1,1,0,Affinity card is great. I think it is a hassle to have to remember to bring it in every time though.,                                                                                                                            
HS-grad,Crafts,3,3,0,1,1,0,1,1,1,0,"Dear store manager, please do not send me any more Affinity cards. I do not shop at your store very often and I feel that your new card imposes an invasion on my privacy.",                                                     
Masters,?,3,3,0,1,1,1,1,1,0,0,Thanks a lot for my new affinity card. I love the discounts and have since started shopping at your store for everything.,                                                                                                           
Assoc-V,Sales,3,7,0,1,1,1,1,1,0,0,Affinity card is a great idea. But your store is still too expensive. I am tired of your lousy junk mail.,                                                                                                                       
7th-8th,Machine,1,2,0,1,1,0,0,1,1,0,Forget it. I 'm not giving you all my personal information.  I wish you'd give up and respect a customer's privacy.,                                                                                                           
HS-grad,?,2,2,0,0,0,1,1,1,0,0,I am not going to waste my time filling up this three page form. Lousy idea.,                                                                                                                                                        
Bach.,Cleric.,9+,3,0,0,0,0,1,1,1,0,Can I use my Affinity card to buy bulk purchases and ship them to my mother in Arizona?,                                                                                                                                      
Assoc-V,?,3,8,1,1,1,1,1,1,0,0,Does this discount work if you live in Australia?I've moved and I would like to purchase a few items as gifts but want the discount.  Have you ever considered offering free shipping?,                                              
Masters,Exec.,3,5,1,1,1,1,1,1,0,0,I love shopping with my Affinity Card! Thank you. I used it to purchase a new flat panel monitor. It is amazing. Thank you again!,                                                                                               
Bach.,Exec.,3,4,1,1,1,0,1,1,1,0,Why didn't you start a program like this before? Everyone else has been offering discounts like this for years.,                                                                                                                   
Bach.,Crafts,2,6,0,1,1,1,1,1,0,0,I am not going to waste my time filling up this three page form. Lousy idea.,                                                                                                                                                     
Assoc-A,Sales,9+,4,0,1,1,0,1,1,0,0,I shop your store a lot.  I love your weekly specials.,                                                                                                                                                                         
Bach.,Cleric.,2,7,0,1,1,1,1,1,0,0,"A lousy idea.  I threw your card away. If you want to know what I buy, I'll shop elsewhere.",                                                                                                                                   
Bach.,Prof.,3,10,1,1,1,1,1,1,0,0,I purchased a new computer from your store recently and then received the new discount membership card.  Could I speak with a store manager about getting discounts for my past purchases?,                                       
Bach.,Sales,1,2,0,1,1,0,1,1,1,0,I love shopping with my Affinity Card! Thank you. I used it to purchase a new flat panel monitor. It is amazing. Thank you again!,                                                                                               
HS-grad,Sales,1,2,0,1,1,0,1,1,1,0,Shopping at your store is a hassle. I rarely shop there and usually forget to bring your new loyalty card and hence never get the items at the sale price.  Can a store manager look up my account on-line?,                     
Bach.,?,1,3,0,1,1,0,1,1,1,0,I am unhappy with the service at your store. Do not consider me a loyal customer just because I use your Affinity Card,                                                                                                              
HS-grad,Crafts,3,2,0,0,0,0,1,1,1,0,How much would it cost to upgrade my computer to the latest model you advertised this week?,                                                                                                                                    
9th,Transp.,3,6,1,0,0,1,0,1,0,0,I purchased a new computer from your store recently and then received the new discount membership card.  Could I speak with a store manager about getting discounts for my past purchases?,                                        
Bach.,Prof.,3,6,0,1,1,1,1,1,0,0,I am not going to waste my time filling up this three page form. Lousy idea.,                                                                                                                                                      
